club_id,club,country_code,source_url,source_page,snapshot_date,competition,gender,entity_id,shirt_number,position,name,dob,age,age_reference_date,nationality,height_cm,appearances,passes_completed,pass_completion_pct,line_breaks_completed,goals,shots,direct_pressures,regains,distance_m,top_speed_kmh,sprints
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:14,14,MF,HUSSEIN ELSHAHAT,1992-06-21,32,2025-06-14,Egypt,169,3,21,72.414,8,0,4,7,3,10984.4,31.5,63
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:15,15,DF,DARI Achraf,1999-05-06,26,2025-06-14,Morocco,188,3,88,89.796,11,0,1,5,15,24495.9,33.0,74
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:17,17,MF,BENCHARKI Achraf,1994-09-24,30,2025-06-14,Morocco,178,2,32,82.051,2,0,4,9,3,8896.6,32.4,62
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:19,19,MF,MOHAMED AFSHA,1996-03-06,29,2025-06-14,Egypt,168,3,40,88.889,7,0,1,1,0,7054.9,34.7,35
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:22,22,MF,EMAM ASHOUR,1998-02-20,27,2025-06-14,Egypt,180,1,4,80.0,1,0,2,0,0,1569.2,30.0,9
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:23,23,MF,DIENG Aliou,1997-10-16,27,2025-06-14,Mali,185,1,22,88.0,7,0,0,6,11,7385.7,31.1,32
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:25,25,MF,ZIZO,1996-01-10,29,2025-06-14,Egypt,175,3,76,85.393,20,0,3,2,1,27822.5,44.3,142
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:29,29,MF,TAHER MOHAMED,1997-03-07,28,2025-06-14,Egypt,186,1,9,69.231,2,0,0,0,0,3344.0,35.0,28
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:30,30,DF,MOHAMED HANY,1996-02-02,29,2025-06-14,Egypt,175,3,87,76.991,23,0,3,10,10,28684.9,43.9,102
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:36,36,MF,AHMED KOKA,2001-07-04,23,2025-06-14,Egypt,170,2,90,90.909,33,0,2,14,10,19745.4,31.7,75
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:54,54,DF,ATTIAT-ALLAH Yahya,1995-03-02,30,2025-06-14,Morocco,176,1,40,90.909,12,0,0,2,2,9284.2,44.9,48
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:1,1,GK,RUI PATRICIO,1988-02-15,37,2025-06-14,Portugal,190,2,26,61.905,11,0,0,0,4,10770.0,20.0,0
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:3,3,DF,KOUAME AUTONNE,2000-09-22,24,2025-06-14,United Arab Emirates,187,1,13,92.857,6,0,0,2,2,7047.5,33.0,30
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:4,4,DF,BENKHALEQ Yahya,2001-09-14,23,2025-06-14,Morocco,191,1,29,87.879,12,0,0,3,6,9161.9,33.8,33
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:5,5,MF,PARK Yongwoo,1993-09-10,31,2025-06-14,Korea Republic,186,3,92,90.196,17,0,0,14,19,27964.2,33.3,101
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:6,6,MF,YAHIA NADER,1998-09-11,26,2025-06-14,United Arab Emirates,180,3,33,78.571,7,0,0,1,0,10549.0,28.1,35
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:8,8,MF,MOHAMMED ABBAS,2002-09-30,22,2025-06-14,United Arab Emirates,180,2,23,79.31,4,0,0,11,5,11041.5,30.5,46
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:9,9,FW,LABA Kodjo,1992-01-27,33,2025-06-14,Togo,183,3,36,92.308,5,1,7,3,2,22610.7,31.1,102
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:10,10,FW,KAKU,1995-01-11,30,2025-06-14,Paraguay,165,3,63,86.301,23,1,3,5,4,19761.7,29.6,85
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:13,13,FW,RAHIMI Houssine,2002-02-04,23,2025-06-14,Morocco,187,1,1,100.0,0,0,0,0,0,747.1,30.1,9
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:14,14,DF,RATNIK Marcel,2003-12-23,21,2025-06-14,Slovenia,186,1,28,84.848,10,0,0,3,11,9974.7,28.8,26
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:15,15,MF,ERIK,2001-02-18,24,2025-06-14,Brazil,173,1,7,87.5,1,0,1,3,1,3813.1,31.8,21
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:17,17,GK,KHALID EISA,1989-09-15,35,2025-06-14,United Arab Emirates,176,1,13,52.0,5,0,0,0,2,3970.2,21.0,0
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:19,19,MF,SANABRIA Mateo,2004-03-31,21,2025-06-14,Argentina,172,1,4,66.667,2,0,0,2,1,2620.8,32.7,18
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:20,20,MF,PALACIOS Matias,2002-05-10,23,2025-06-14,Argentina,171,3,115,90.551,31,0,3,9,8,25871.7,33.1,110
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:21,21,MF,RAHIMI Soufiane,1996-06-02,29,2025-06-14,Morocco,180,3,34,79.07,4,0,6,7,6,26592.2,34.3,120
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:25,25,DF,RAMY RABIA,1993-05-20,32,2025-06-14,Egypt,183,3,91,83.486,20,0,2,20,16,29185.0,32.3,84
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:28,28,MF,CHADLI Nassim,2001-07-28,23,2025-06-14,Morocco,181,3,22,68.75,5,0,3,9,0,15132.3,33.0,80
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:36,36,DF,ZABALA Facundo,1999-01-02,26,2025-06-14,Argentina,172,3,76,82.609,27,0,4,24,7,26831.4,32.1,98
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:56,56,DF,NIANG Amadou,2005-08-03,19,2025-06-14,Senegal,186,3,32,72.727,7,0,1,3,9,12735.0,33.0,35
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:70,70,MF,TRAORE Abdoul Karim,2005-01-11,20,2025-06-14,Mali,173,3,82,85.417,21,0,2,23,17,33115.7,31.2,114
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:80,80,MF,UDOH Joshua,2007-07-05,17,2025-06-14,Nigeria,176,1,0,0.0,0,0,0,0,0,220.9,20.4,0
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:97,97,DF,JASIC Adis,2003-02-12,22,2025-06-14,Austria,178,3,42,77.778,9,0,1,18,5,20366.0,31.6,91
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:3,3,DF,KOULIBALY Kalidou,1991-06-20,33,2025-06-14,Senegal,186,5,224,84.848,81,1,5,18,36,47341.2,32.2,137
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:5,5,DF,ALI ALBULAYHI,1989-11-21,35,2025-06-14,Saudi Arabia,181,2,18,90.0,0,0,0,0,0,6458.1,31.8,23
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:6,6,MF,RENAN LODI,1998-04-08,27,2025-06-14,Brazil,173,5,209,87.448,44,0,5,15,20,50389.9,32.0,221
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:7,7,MF,KHALID ALGHANNAM,2000-11-08,24,2025-06-14,Saudi Arabia,173,1,1,100.0,0,0,0,2,1,1071.8,32.1,8
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:8,8,MF,RUBEN NEVES,1997-03-13,28,2025-06-14,Portugal,183,5,319,91.404,84,1,7,12,20,56945.8,32.4,155
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:10,10,FW,HAMDALLAH Abderrazak,1990-12-17,34,2025-06-14,Morocco,182,1,3,75.0,1,0,0,1,0,2137.4,25.1,5
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:11,11,FW,MARCOS LEONARDO,2003-05-02,22,2025-06-14,Brazil,183,5,48,73.846,3,4,13,4,2,49442.1,33.4,204
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:15,15,MF,MOHAMMED ALQAHTANI,2002-07-23,22,2025-06-14,Saudi Arabia,168,1,4,80.0,1,0,0,0,1,4085.5,31.6,27
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:16,16,MF,NASSER ALDAWSARI,1998-12-19,26,2025-06-14,Saudi Arabia,178,5,129,87.755,38,0,4,36,18,54604.7,31.2,274
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:18,18,MF,MUSAB ALJUWAYR,2003-06-20,21,2025-06-14,Saudi Arabia,175,5,25,86.207,7,0,1,2,3,7389.8,30.4,49
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:20,20,DF,JOAO CANCELO,1994-05-27,31,2025-06-14,Portugal,173,5,190,84.444,41,0,5,21,17,43499.3,31.3,161
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:22,22,MF,MILINKOVIC-SAVIC Sergej,1995-02-27,30,2025-06-14,Serbia,192,5,173,81.991,55,0,9,12,18,62372.7,29.5,158
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:24,24,DF,MOTEB ALHARBI,2000-02-20,25,2025-06-14,Saudi Arabia,173,5,47,87.037,12,0,1,15,9,24345.2,35.0,116
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:27,27,MF,KAIO CESAR,2004-02-15,21,2025-06-14,Brazil,160,2,8,88.889,0,0,1,11,2,9070.0,32.2,61
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:28,28,MF,MOHAMED KANNO,1994-09-22,30,2025-06-14,Saudi Arabia,191,5,91,94.792,12,0,1,10,9,25182.7,32.1,114
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:29,29,MF,SALEM ALDAWSARI,1991-08-19,33,2025-06-14,Saudi Arabia,173,3,80,78.431,17,1,8,13,5,27567.5,35.0,159
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:37,37,GK,BOUNOU Yassine,1991-04-05,34,2025-06-14,Morocco,192,5,124,76.074,36,0,0,0,46,24408.9,26.0,2
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:77,77,MF,MALCOM,1997-02-26,28,2025-06-14,Brazil,172,5,132,91.034,22,1,9,16,4,39571.2,33.8,163
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:78,78,DF,ALI LAJAMI,1996-04-24,29,2025-06-14,Saudi Arabia,177,3,19,82.609,8,0,0,1,7,7610.3,32.4,14
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:87,87,DF,HASSAN ALTAMBAKTI,1999-02-09,26,2025-06-14,Saudi Arabia,183,3,120,89.552,29,0,1,11,19,25911.4,33.5,99
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:88,88,DF,HAMAD ALYAMI,1999-05-17,26,2025-06-14,Saudi Arabia,173,5,23,79.31,8,0,0,4,4,11223.8,33.4,51
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:2,2,DF,GIMENEZ Jose Maria,1995-01-20,30,2025-06-14,Uruguay,186,1,34,94.444,10,0,0,1,2,5220.2,29.7,24
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:4,4,MF,GALLAGHER Conor,2000-02-06,25,2025-06-14,England,183,3,43,89.583,12,0,2,6,4,14106.2,30.7,75
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:5,5,MF,DE PAUL Rodrigo,1994-05-24,31,2025-06-14,Argentina,178,3,118,87.407,42,0,4,9,3,22889.0,32.7,117
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:6,6,MF,KOKE,1992-01-08,33,2025-06-14,Spain,176,3,109,92.373,25,0,0,13,9,19922.5,27.3,94
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:7,7,FW,GRIEZMANN Antoine,1991-03-21,34,2025-06-14,France,176,3,47,90.385,15,1,6,1,1,19514.2,29.3,89
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:8,8,MF,BARRIOS Pablo,2003-06-15,21,2025-06-14,Spain,183,3,134,93.706,37,2,3,19,12,30644.7,34.7,153
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:9,9,FW,SORLOTH Alexander,1995-12-05,29,2025-06-14,Norway,196,3,22,81.481,2,0,10,4,1,18787.8,32.3,86
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:10,10,FW,CORREA Angel,1995-03-09,30,2025-06-14,Argentina,173,3,27,84.375,10,0,2,8,1,10040.2,31.8,53
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:12,12,MF,SAMUEL LINO,1999-12-23,25,2025-06-14,Brazil,177,2,21,84.0,3,0,1,5,1,7157.7,30.8,50
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:13,13,GK,OBLAK Jan,1993-01-07,32,2025-06-14,Slovenia,188,3,55,77.465,14,0,0,0,18,16715.9,25.5,6
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:14,14,MF,LLORENTE Marcos,1995-01-30,30,2025-06-14,Spain,183,3,140,88.05,40,0,3,22,15,31523.4,34.3,161
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:15,15,DF,LENGLET Clement,1995-06-17,29,2025-06-14,France,186,2,107,90.678,33,0,0,6,12,19615.7,30.8,81
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:16,16,DF,MOLINA Nahuel,1998-04-06,27,2025-06-14,Argentina,179,2,14,82.353,1,0,0,4,1,3303.8,31.7,21
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:19,19,FW,ALVAREZ Julian,2000-01-31,25,2025-06-14,Argentina,170,3,64,81.013,12,0,7,20,8,29880.4,32.6,135
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:20,20,MF,WITSEL Axel,1989-01-12,36,2025-06-14,Belgium,186,1,21,95.455,4,1,1,0,0,4997.7,26.5,15
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:21,21,DF,GALAN Javi,1994-11-19,30,2025-06-14,Spain,170,3,117,90.0,24,0,1,17,14,28839.2,32.4,138
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:22,22,FW,SIMEONE Giuliano,2002-12-18,22,2025-06-14,Argentina,174,3,57,75.0,16,0,2,9,9,27197.1,34.9,142
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:23,23,DF,REINILDO MANDAVA,1994-01-21,31,2025-06-14,Mozambique,183,1,9,81.818,1,0,0,1,0,3265.2,29.3,13
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:24,24,DF,LE NORMAND Robin,1996-11-11,28,2025-06-14,Spain,187,3,117,91.406,28,0,0,17,14,30510.8,33.1,102
aucklandcityfc,Auckland City FC,NZL,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,5,2025-07-04,FIFA Club World Cup 2025,male,aucklandcityfc:1,1,GK,TRACEY Conor,1997-04-13,28,2025-06-14,New Zealand,187,1,16,37.209,4,0,0,0,8,4833.2,20.3,0
aucklandcityfc,Auckland City FC,NZL,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,5,2025-07-04,FIFA Club World Cup 2025,male,aucklandcityfc:2,2,DF,ILICH Mario,1995-06-23,29,2025-06-14,New Zealand,190,3,79,83.158,13,0,0,8,14,32351.6,44.9,48
aucklandcityfc,Auckland City FC,NZL,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,5,2025-07-04,FIFA Club World Cup 2025,male,aucklandcityfc:3,3,DF,MITCHELL Adam,1996-06-01,29,2025-06-14,New Zealand,190,3,59,76.623,17,0,0,7,16,30307.1,43.5,65
