club_id,club,country_code,source_url,source_page,snapshot_date,competition,gender,entity_id,shirt_number,position,name,dob,age,age_reference_date,nationality,height_cm
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:30,30,DF,MOHAMED HANY,1996-02-02,29,2025-06-14,Egypt,175
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:31,31,GK,MOSTAFA SHOUBIR,2000-05-15,25,2025-06-14,Egypt,195
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:36,36,MF,AHMED KOKA,2001-07-04,23,2025-06-14,Egypt,170
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:37,37,GK,MOSTAFA MAKHLOUF,2003-03-11,22,2025-06-14,Egypt,185
alahlyfc,Al Ahly FC,EGY,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,1,2025-07-04,FIFA Club World Cup 2025,male,alahlyfc:54,54,DF,ATTIAT-ALLAH Yahya,1995-03-02,30,2025-06-14,Morocco,176
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:1,1,GK,RUI PATRICIO,1988-02-15,37,2025-06-14,Portugal,190
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:3,3,DF,KOUAME AUTONNE,2000-09-22,24,2025-06-14,United Arab Emirates,187
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:4,4,DF,BENKHALEQ Yahya,2001-09-14,23,2025-06-14,Morocco,191
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:5,5,MF,PARK Yongwoo,1993-09-10,31,2025-06-14,Korea Republic,186
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:6,6,MF,YAHIA NADER,1998-09-11,26,2025-06-14,United Arab Emirates,180
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:7,7,MF,SEGOVIA Matias,2003-01-04,22,2025-06-14,Paraguay,165
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:8,8,MF,MOHAMMED ABBAS,2002-09-30,22,2025-06-14,United Arab Emirates,180
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:9,9,FW,LABA Kodjo,1992-01-27,33,2025-06-14,Togo,183
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:10,10,FW,KAKU,1995-01-11,30,2025-06-14,Paraguay,165
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:11,11,MF,JONATAS SANTOS,2001-12-16,23,2025-06-14,United Arab Emirates,177
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:13,13,FW,RAHIMI Houssine,2002-02-04,23,2025-06-14,Morocco,187
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:14,14,DF,RATNIK Marcel,2003-12-23,21,2025-06-14,Slovenia,186
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:15,15,MF,ERIK,2001-02-18,24,2025-06-14,Brazil,173
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:16,16,DF,KHALID ALHASHMI,1997-03-18,28,2025-06-14,United Arab Emirates,175
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:17,17,GK,KHALID EISA,1989-09-15,35,2025-06-14,United Arab Emirates,176
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:19,19,MF,SANABRIA Mateo,2004-03-31,21,2025-06-14,Argentina,172
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:20,20,MF,PALACIOS Matias,2002-05-10,23,2025-06-14,Argentina,171
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:21,21,MF,RAHIMI Soufiane,1996-06-02,29,2025-06-14,Morocco,180
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:25,25,DF,RAMY RABIA,1993-05-20,32,2025-06-14,Egypt,183
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:28,28,MF,CHADLI Nassim,2001-07-28,23,2025-06-14,Morocco,181
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:29,29,DF,FABIO CARDOSO,1994-04-19,31,2025-06-14,Portugal,187
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:30,30,MF,HAZIM ABBAS,2005-03-18,20,2025-06-14,United Arab Emirates,180
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:35,35,GK,MUHAMMED Hassan,2006-07-21,18,2025-06-14,Nigeria,185
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:36,36,DF,ZABALA Facundo,1999-01-02,26,2025-06-14,Argentina,172
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:41,41,GK,ALIBASIC Vedad,2005-07-27,19,2025-06-14,Bosnia And Herzegovina,189
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:46,46,DF,KOUMARE Dramane,2005-01-23,20,2025-06-14,Mali,191
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:56,56,DF,NIANG Amadou,2005-08-03,19,2025-06-14,Senegal,186
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:70,70,MF,TRAORE Abdoul Karim,2005-01-11,20,2025-06-14,Mali,173
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:72,72,FW,MOHAMED AWADALLA,2002-07-16,22,2025-06-14,United Arab Emirates,179
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:77,77,FW,SARKI Rilwanu,2004-02-02,21,2025-06-14,Nigeria,168
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:80,80,MF,UDOH Joshua,2007-07-05,17,2025-06-14,Nigeria,176
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:97,97,DF,JASIC Adis,2003-02-12,22,2025-06-14,Austria,178
alainfc,Al Ain FC,UAE,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,2,2025-07-04,FIFA Club World Cup 2025,male,alainfc:99,99,FW,LOULENDO Josna,2004-01-15,21,2025-06-14,Congo,181
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:3,3,DF,KOULIBALY Kalidou,1991-06-20,33,2025-06-14,Senegal,186
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:4,4,DF,KHALIFAH ALDAWSARI,1999-01-02,26,2025-06-14,Saudi Arabia,180
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:5,5,DF,ALI ALBULAYHI,1989-11-21,35,2025-06-14,Saudi Arabia,181
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:6,6,MF,RENAN LODI,1998-04-08,27,2025-06-14,Brazil,173
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:7,7,MF,KHALID ALGHANNAM,2000-11-08,24,2025-06-14,Saudi Arabia,173
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:8,8,MF,RUBEN NEVES,1997-03-13,28,2025-06-14,Portugal,183
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:9,9,FW,MITROVIC Aleksandar,1994-09-16,30,2025-06-14,Serbia,190
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:10,10,FW,HAMDALLAH Abderrazak,1990-12-17,34,2025-06-14,Morocco,182
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:11,11,FW,MARCOS LEONARDO,2003-05-02,22,2025-06-14,Brazil,183
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:12,12,DF,YASSER ALSHAHRANI,1992-05-25,33,2025-06-14,Saudi Arabia,170
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:15,15,MF,MOHAMMED ALQAHTANI,2002-07-23,22,2025-06-14,Saudi Arabia,168
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:16,16,MF,NASSER ALDAWSARI,1998-12-19,26,2025-06-14,Saudi Arabia,178
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:17,17,GK,MOHAMMED ALYAMI,1997-08-14,27,2025-06-14,Saudi Arabia,185
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:18,18,MF,MUSAB ALJUWAYR,2003-06-20,21,2025-06-14,Saudi Arabia,175
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:20,20,DF,JOAO CANCELO,1994-05-27,31,2025-06-14,Portugal,173
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:22,22,MF,MILINKOVIC-SAVIC Sergej,1995-02-27,30,2025-06-14,Serbia,192
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:24,24,DF,MOTEB ALHARBI,2000-02-20,25,2025-06-14,Saudi Arabia,173
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:27,27,MF,KAIO CESAR,2004-02-15,21,2025-06-14,Brazil,160
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:28,28,MF,MOHAMED KANNO,1994-09-22,30,2025-06-14,Saudi Arabia,191
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:29,29,MF,SALEM ALDAWSARI,1991-08-19,33,2025-06-14,Saudi Arabia,173
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:31,31,DF,RAYAN ALGHAMDI,2006-01-03,19,2025-06-14,Saudi Arabia,172
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:33,33,MF,MOHAMMED MUHAYSH,2006-03-02,19,2025-06-14,Saudi Arabia,168
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:34,34,DF,SALEH BARNAWI,2007-02-08,18,2025-06-14,Saudi Arabia,175
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:36,36,DF,SAUD HARUN,2005-07-19,19,2025-06-14,Saudi Arabia,173
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:37,37,GK,BOUNOU Yassine,1991-04-05,34,2025-06-14,Morocco,192
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:38,38,FW,TURKI ALGHUMAYL,2005-02-02,20,2025-06-14,Saudi Arabia,170
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:39,39,MF,ABDULAZIZ HADHOOD,2005-03-10,20,2025-06-14,Saudi Arabia,165
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:40,40,GK,AHMAD ABURASYIN,2003-11-02,21,2025-06-14,Saudi Arabia,189
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:43,43,DF,SAAD ALMUTHARY,2006-12-06,18,2025-06-14,Saudi Arabia,172
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:50,50,GK,ABDULELAH ALGHAMDI,2006-08-14,18,2025-06-14,Saudi Arabia,183
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:77,77,MF,MALCOM,1997-02-26,28,2025-06-14,Brazil,172
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:78,78,DF,ALI LAJAMI,1996-04-24,29,2025-06-14,Saudi Arabia,177
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:87,87,DF,HASSAN ALTAMBAKTI,1999-02-09,26,2025-06-14,Saudi Arabia,183
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:88,88,DF,HAMAD ALYAMI,1999-05-17,26,2025-06-14,Saudi Arabia,173
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:89,89,MF,ABDULELAH ALMALKI,1994-10-11,30,2025-06-14,Saudi Arabia,170
alhilal,Al Hilal,KSA,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,3,2025-07-04,FIFA Club World Cup 2025,male,alhilal:99,99,FW,ABDULLAH ALHAMDDAN,1999-09-13,25,2025-06-14,Saudi Arabia,186
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:1,1,GK,MUSSO Juan,1994-05-06,31,2025-06-14,Argentina,193
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:2,2,DF,GIMENEZ Jose Maria,1995-01-20,30,2025-06-14,Uruguay,186
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:3,3,DF,AZPILICUETA Cesar,1989-08-28,35,2025-06-14,Spain,178
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:4,4,MF,GALLAGHER Conor,2000-02-06,25,2025-06-14,England,183
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:5,5,MF,DE PAUL Rodrigo,1994-05-24,31,2025-06-14,Argentina,178
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:6,6,MF,KOKE,1992-01-08,33,2025-06-14,Spain,176
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:7,7,FW,GRIEZMANN Antoine,1991-03-21,34,2025-06-14,France,176
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:8,8,MF,BARRIOS Pablo,2003-06-15,21,2025-06-14,Spain,183
atleticodemadrid,Atlético De Madrid,ESP,https://fdp.fifa.org/assetspublic/ce233/pdf/SquadLists-English.pdf,4,2025-07-04,FIFA Club World Cup 2025,male,atleticodemadrid:9,9,FW,SORLOTH Alexander,1995-12-05,29,2025-06-14,Norway,196
